id,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT,CLASS_LABEL
6502,2,0,6,162,16,0,0,0,0,0,1,0,0,17,1,1,0,0,1,0,11,127,16,0,0,0,0.0,0.5,0,0,0,0,0,0.0,0,0,0,0,0,1,1,0,1,-1,-1,1,1,1,0
7587,1,0,3,78,1,0,0,0,5,0,0,0,0,8,1,1,0,0,1,0,7,64,0,0,0,0,0.0458015267,0.9882352941,1,1,1,0,1,0.0458015267,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,1,0
7654,1,0,3,71,7,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,20,44,0,0,0,0,0.2592592593,0.1153846154,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
6056,2,0,2,95,0,0,0,0,0,1,4,3,0,14,1,0,0,0,0,0,8,32,47,0,0,0,0.075,0.0,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,1,1,0
5706,2,0,1,63,0,0,0,0,0,0,2,1,0,5,1,1,0,0,0,0,21,14,20,0,0,0,0.5,0.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
5107,2,0,2,61,0,0,0,0,3,0,0,0,0,2,1,0,0,0,1,0,15,39,0,0,0,0,0.0,0.3333333333,0,1,1,0,1,0.0392156863,0,0,0,0,0,1,0,0,1,0,1,-1,0,1,0
5590,3,2,8,97,2,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,28,62,0,0,0,0,0.0625,0.0303030303,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,-1,1,1,1,1,0
7469,1,0,4,73,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,19,47,0,0,0,0,0.0389048991,0.0085959885,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,0
7414,2,0,3,61,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,18,36,0,0,0,0,0.0434782609,0.2222222222,0,1,1,0,1,0.049689441,0,0,0,0,0,0,0,0,1,0,1,-1,0,1,0
6601,1,0,3,178,23,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,10,161,0,0,0,0,0.2446043165,0.9662162162,0,1,1,0,1,0.0071942446,0,0,0,0,0,1,0,0,1,-1,-1,-1,-1,1,0
7465,1,0,5,97,8,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,18,72,0,0,0,0,0.1595744681,0.2954545455,0,1,0,1,0,0.0106382979,0,0,0,0,0,1,0,0,1,-1,0,0,0,1,0
5229,2,1,6,95,0,0,0,0,8,0,0,0,0,8,1,1,0,0,1,0,14,74,0,0,0,0,0.1355932203,0.7482014388,0,1,1,1,1,0.6440677966,0,0,0,0,0,1,0,0,1,-1,-1,-1,0,-1,0
5916,1,0,5,96,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,16,73,0,0,0,0,0.0279329609,0.6071428571,0,1,0,0,0,0.0279329609,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
5795,2,1,2,92,8,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,24,61,0,0,0,0,0.095,0.3260869565,1,0,0,0,0,0.005,0,0,0,0,1,1,0,0,1,-1,0,1,0,1,0
8022,4,1,4,72,2,0,0,0,1,0,0,0,0,6,1,1,0,0,1,0,28,37,0,0,0,0,0.1224489796,0.78125,0,1,0,1,0,0.0408163265,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0
8544,3,1,2,52,0,0,0,0,0,0,2,1,0,7,1,0,0,0,0,0,15,17,12,0,0,0,0.0769230769,0.125,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0
6074,2,0,2,80,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,17,10,45,0,0,0,0.0510204082,0.0909090909,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
8352,1,0,0,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,1,0,0,0,0,0.0869565217,0.1851851852,0,0,0,0,0,0.2391304348,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
6745,2,0,2,63,0,0,0,0,1,0,3,2,0,8,1,1,0,0,0,0,9,17,29,0,0,0,0.0714285714,0.5625,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
6085,3,1,1,117,6,0,0,0,0,0,2,2,0,11,1,1,0,0,0,0,24,15,70,0,0,0,0.0308641975,0.17578125,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
5927,2,0,3,69,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,15,47,0,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,0
8050,4,1,4,108,0,0,0,0,10,0,0,0,0,15,1,1,0,0,1,0,22,79,0,0,0,0,0.1162790698,0.5,0,1,1,0,1,0.0465116279,0,0,0,0,0,1,0,0,1,-1,1,-1,0,1,0
6118,3,1,2,78,5,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,15,56,0,0,0,0,0.0946969697,0.1188811189,0,1,0,0,0,0.0075757576,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
5643,2,0,4,73,5,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,19,47,0,0,0,0,0.0740740741,0.28,0,1,1,0,0,0.037037037,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0
9768,3,1,3,57,0,0,0,0,2,0,0,0,0,6,1,1,0,0,1,0,21,29,0,0,0,0,0.2360248447,0.9423076923,0,1,1,1,1,0.0559006211,0,0,0,0,0,0,0,0,1,0,-1,0,0,1,0
5502,2,1,0,82,1,0,0,0,0,2,1,0,0,2,1,0,0,0,0,0,20,1,53,0,0,0,0.1904761905,0.0555555556,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1,1,1,1,0
9067,2,0,3,54,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,39,0,0,0,0,0.0948275862,0.2142857143,0,1,0,0,0,0.025862069,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
5334,3,1,4,76,0,0,0,0,4,0,0,0,0,6,1,1,0,0,0,0,14,55,0,0,0,0,0.0621118012,0.8974358974,0,1,1,0,1,0.0838509317,0,0,0,0,1,0,0,0,1,-1,-1,-1,-1,1,0
9685,3,1,1,43,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,21,15,0,0,0,0,0.0087336245,0.9955156951,0,1,0,1,0,0.1048034934,0,0,0,0,0,0,0,0,1,1,-1,0,-1,1,0
5487,3,1,4,89,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,27,55,0,0,0,0,0.2755905512,0.7777777778,0,1,0,0,0,0.0157480315,0,0,0,0,1,0,0,0,1,-1,1,1,-1,1,0
6963,3,0,2,60,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,15,15,22,0,0,0,0.1666666667,0.35,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
5394,1,0,5,88,2,0,0,0,2,0,2,1,0,7,1,1,0,0,0,0,14,48,18,0,0,0,0.3072289157,0.6551724138,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1,0
9843,2,1,3,57,4,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,15,35,0,0,0,0,0.1340206186,0.2407407407,0,1,0,0,0,0.1134020619,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
9867,2,1,3,58,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,16,28,6,0,0,0,0.0526315789,0.0833333333,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
6756,2,1,3,62,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,33,22,0,0,0,0,0.2233009709,0.3913043478,0,1,0,0,0,0.0485436893,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0
7516,1,0,3,113,13,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,21,85,0,0,0,0,0.149122807,0.525,0,1,0,0,0,0.149122807,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0
8586,2,1,4,42,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,19,0,0,0,0,0.2352941176,0.1929824561,0,0,0,0,0,0.1029411765,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
9316,3,1,2,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,20,0,0,0,0,0.0303030303,0.1428571429,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
9967,3,1,4,55,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,17,31,0,0,0,0,0.264957265,0.2972972973,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
7100,2,1,5,66,5,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,17,42,0,0,0,0,0.1518987342,0.9830508475,1,1,1,0,1,0.0,0,0,0,0,0,1,0,0,1,0,-1,-1,-1,1,0
8600,1,0,4,40,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,11,17,4,0,0,0,0.015625,0.1944444444,0,1,1,1,0,0.0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
9122,1,0,3,37,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,8,22,0,0,0,0,0.1479289941,0.9864864865,1,1,1,0,0,0.0591715976,0,0,0,0,1,0,0,0,1,1,-1,1,-1,1,0
5030,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0526315789,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
5066,2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0.0192307692,1.0,1,1,1,0,0,0.0256410256,0,0,0,0,0,1,0,0,1,1,-1,1,-1,1,0
5839,3,1,1,61,0,0,0,0,0,0,2,1,0,4,1,1,0,0,0,0,21,10,22,0,0,0,0.1379310345,0.0555555556,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
8907,1,0,4,55,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,15,33,0,0,0,0,0.0479452055,0.5434782609,0,1,1,1,0,0.0091324201,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
8774,2,0,1,51,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,22,22,0,0,0,0,0.0526315789,0.0,0,0,0,0,0,0.0526315789,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0
9636,2,1,2,53,2,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,12,34,0,0,0,0,0.2142857143,0.9142857143,0,1,0,0,0,0.25,0,0,0,0,0,1,0,0,1,1,-1,1,-1,0,0
8162,1,0,1,79,0,0,0,0,2,2,2,1,0,12,1,0,0,0,1,0,18,7,46,0,0,0,0.0523809524,0.1666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
7660,3,1,2,70,0,0,0,0,0,0,2,1,0,8,1,1,0,0,0,0,16,22,24,0,0,0,0.1554054054,0.1632653061,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
9616,2,1,0,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,1,0,0,0,0,0.0080882353,0.0356083086,0,0,0,0,0,0.0007352941,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
9629,2,1,3,58,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,23,28,0,0,0,0,0.0388349515,0.0714285714,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
7452,3,0,5,206,11,0,0,0,2,7,1,0,0,32,1,1,0,0,1,0,18,65,115,0,0,0,0.2098765432,0.2142857143,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1,0
7847,1,0,1,102,1,0,0,0,4,0,3,2,0,2,1,0,0,0,0,0,16,13,65,0,0,0,0.0962566845,0.3777777778,0,1,0,1,0,0.0,0,0,0,0,1,1,0,0,1,-1,-1,0,0,1,0
6145,2,1,2,67,0,0,0,0,0,0,1,0,0,3,1,1,0,0,1,0,16,34,9,0,0,0,0.4945054945,0.5666666667,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,0,1,-1,0,0
8079,2,1,3,141,8,0,0,0,0,0,5,4,0,8,1,1,0,0,1,0,14,20,99,0,0,1,0.1228070175,0.8181818182,0,1,1,0,1,0.0,0,0,0,0,0,1,0,0,1,-1,0,-1,0,1,0
6104,3,1,1,100,9,0,0,0,0,0,1,1,0,11,1,1,0,0,0,0,17,15,60,0,0,0,0.0198675497,0.0256410256,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1,0
5169,2,1,4,98,4,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,19,72,0,0,0,0,0.0085865258,0.1666666667,0,1,0,0,0,0.0046235139,0,0,0,0,0,1,0,0,1,-1,1,1,0,1,0
6671,2,0,1,62,0,0,0,0,0,0,3,2,0,9,1,0,0,0,0,0,14,10,30,0,0,0,0.0,0.619047619,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0
7571,2,1,4,134,9,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,34,93,0,0,0,0,0.615819209,0.6382978723,0,1,1,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,0,1,-1,0,0
7378,2,1,3,85,7,0,0,0,0,0,0,0,0,7,1,1,0,0,1,0,13,65,0,0,0,1,0.0933333333,0.9230769231,1,0,0,0,0,0.0,0,0,1,0,1,0,0,0,1,-1,-1,1,-1,1,0
9396,2,1,0,54,0,0,0,0,1,0,2,1,0,2,1,0,0,0,0,0,17,1,28,0,0,0,0.0484848485,0.170212766,0,1,0,0,0,0.0484848485,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
9258,2,1,3,38,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,19,0,0,0,0,0.0,0.5,0,0,0,0,0,0.0,1,0,0,0,0,1,1,0,1,1,-1,1,1,1,0
8863,1,0,3,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,12,0,0,0,0,0.2645502646,0.3333333333,0,1,0,0,0,0.0343915344,0,0,0,0,1,1,0,0,1,1,0,1,0,1,0
5024,2,1,0,21,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,0,0,0,0.3783783784,0.3333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
7634,3,2,6,60,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,17,36,0,0,0,0,0.0606060606,0.0461538462,0,0,0,0,0,0.0606060606,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0
8341,1,0,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,12,0,0,0,0,0.1145833333,0.1530612245,0,1,1,0,0,0.0104166667,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
7216,3,1,2,64,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,17,21,18,0,0,0,0.1071428571,0.2631578947,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0
8683,1,0,2,50,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,18,25,0,0,0,0,0.2553191489,0.8880597015,0,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,1,-1,1,0,1,0
9725,2,1,2,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,23,21,0,0,0,0,0.1904761905,0.5151515152,0,0,0,0,0,0.1587301587,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0
6908,1,0,5,98,11,0,0,0,0,0,0,0,0,9,1,1,0,0,1,0,18,73,0,0,0,0,0.328358209,0.3018867925,0,1,1,0,1,0.0,0,0,0,0,0,1,0,1,1,-1,0,-1,0,0,0
5085,3,1,0,24,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,0,0,0,0.3333333333,0.3333333333,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
5228,3,0,4,74,1,0,0,0,1,0,0,0,0,10,1,1,0,0,1,0,10,57,0,0,0,1,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0
5297,3,1,5,83,3,0,0,0,0,0,0,0,0,4,1,1,0,0,1,0,18,58,0,0,0,1,0.1515151515,0.1875,0,1,0,0,0,0.0,0,0,0,0,0,0,0,1,1,-1,1,1,0,1,0
6002,2,1,2,122,10,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,13,80,21,0,0,0,0.1296296296,0.0571428571,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1,0
7139,1,0,2,70,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,55,0,0,0,0,0.1509433962,0.78125,0,0,0,0,0,0.0251572327,0,0,0,0,1,0,0,0,1,0,-1,1,0,1,0
5712,1,0,3,101,1,0,0,0,10,0,0,0,0,0,1,1,0,0,1,0,17,77,0,0,0,0,0.075,0.9615384615,1,1,0,0,0,0.075,0,0,0,0,0,0,0,1,1,-1,-1,1,0,1,0
7802,3,1,3,112,6,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,84,0,0,0,0,0.1612903226,0.9565217391,1,1,0,1,0,0.0322580645,0,0,0,0,0,1,0,0,1,-1,-1,0,-1,1,0
7528,2,1,4,101,9,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,75,0,0,0,0,0.2666666667,0.2068965517,0,1,0,0,0,0.04,0,0,0,0,1,1,0,0,1,-1,1,1,0,1,0
8753,1,0,3,38,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,14,17,0,0,0,0,0.1186440678,0.9861111111,1,1,1,0,0,0.0847457627,0,0,0,0,1,0,0,0,1,1,-1,1,-1,1,0
8322,1,0,4,52,3,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,18,27,0,0,0,0,0.3703703704,0.4615384615,0,1,0,1,0,0.037037037,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
8182,1,0,5,100,7,0,0,0,0,0,0,0,0,10,1,1,0,0,1,0,15,78,0,0,0,0,0.0562770563,0.4444444444,0,1,0,0,0,0.025974026,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0
9184,3,1,2,54,0,0,0,0,0,0,1,0,0,5,1,0,0,0,0,0,20,16,10,0,0,0,0.0853658537,0.3017751479,0,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0
6616,2,1,6,73,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,20,46,0,0,0,0,0.0782122905,1.0,1,1,1,0,0,0.5921787709,0,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0
8025,1,0,2,78,8,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,8,63,0,0,0,0,0.1509433962,0.988372093,1,1,1,0,0,0.1037735849,0,0,0,0,1,0,0,0,1,-1,-1,1,-1,1,0
6414,2,1,3,70,5,0,0,0,0,0,0,0,0,7,1,1,0,0,0,0,19,44,0,0,0,0,0.140077821,0.34,0,1,1,0,1,0.0505836576,0,0,0,0,0,0,0,0,1,0,1,-1,0,1,0
5764,2,0,3,99,9,0,0,0,4,0,0,0,0,13,1,1,0,0,1,0,14,78,0,0,0,0,0.0158730159,0.1538461538,0,1,0,0,0,0.0634920635,0,0,0,0,0,0,0,0,1,-1,1,1,0,1,0
5656,4,2,2,130,1,0,0,0,2,1,7,6,0,5,1,0,0,0,0,0,25,13,84,0,0,0,0.0392156863,0.0434782609,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,-1,1,1,1,1,0
9798,2,1,3,35,1,1,0,0,0,0,0,0,0,6,1,1,0,0,0,0,19,9,0,0,0,0,0.0441176471,0.7,0,1,0,0,0,0.0147058824,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0
8850,1,0,3,51,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,28,0,0,0,0,0.5333333333,0.358974359,0,1,0,0,0,0.0133333333,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0
9154,1,0,2,56,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,8,41,0,0,0,0,0.1322751323,0.8,1,0,0,0,0,0.0158730159,0,0,0,0,1,0,0,0,1,0,-1,1,0,1,0
